entity,n-revs
vllm/model_executor/layers/fused_moe/mori_prepare_finalize.py,1
tests/kernels/moe/__init__.py,1
cacheflow/model_executor/parallel_utils/utils.py,1
vllm/{entrypoints/openai => }/tool_parsers/kimi_k2_tool_parser.py,1
tests/kernels/{ => attention}/test_mla_decode_cpu.py,1
"vllm/model_executor/layers/fused_moe/configs/E=128,N=192,device_name=NVIDIA_H20.json",1
tests/models/multimodal/generation/test_audioflamingo3.py,1
csrc/quantization/cutlass_w8a8/cutlass_visitor_2x_broadcast_epilogue.hpp,1
"vllm/model_executor/layers/fused_moe/configs/E=128,N=384,device_name=AMD_Instinct_MI300X,dtype=fp8_w8a8,block_shape=[128,128].json",1
"vllm/model_executor/layers/fused_moe/configs/E=384,N=128,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128,128].json",1
tests/entrypoints/openai/parser/__init__.py,1
docs/source/assets/deployment/anything-llm-provider.png,1
tests/models/test_phimoe.py,1
tests/models/{decoder_only/language => language/pooling}/__init__.py,1
vllm/{entrypoints/openai => }/tool_parsers/minimax_m2_tool_parser.py,1
"vllm/model_executor/layers/fused_moe/configs/E=256,N=256,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128,128].json",1
examples/offline_inference/{offline_inference_cli.py => cli.py},1
tests/evals/gsm8k/configs/moe-refactor/Qwen3-30B-A3B-Fp8-CT-Channel-marlin.yaml,1
requirements/kv_connectors_rocm.txt,1
tests/kernels/{ => attention}/conftest.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=7168,K=128,device_name=AMD_Instinct_MI325_OAM,dtype=fp8_w8a8,block_shape=[128,128].json",1
vllm/model_executor/layers/quantization/kernels/{ => mixed_precision}/machete.py,1
tests/{tool_use => tool_parsers}/test_kimi_k2_tool_parser.py,1
tests/v1/kv_connector/unit/__init__.py,1
tests/neuron/{ => 1_core}/test_activation.py,1
"vllm/model_executor/layers/fused_moe/configs/E=1,N=1792,device_name=NVIDIA_H100_80GB_HBM3,dtype=int8_w8a16.json",1
docs/{source => }/contributing/model/basic.md,1
docs/design/{ => v1}/multiprocessing.md,1
csrc/quantization/cutlass_w8a8/c3x/scaled_mm_blockwise_sm120_fp8.cu,1
.buildkite/test_areas/models_multimodal.yaml,1
tests/models/language/{pooling => pooling_mteb_test}/test_cross_encoder.py,1
vllm/distributed/kv_transfer/kv_connector/v1/moriio/__init__.py,1
csrc/quantization/{gptq_marlin => marlin}/.gitignore,1
.github/workflows/{pylint.yml => ruff.yml},1
tests/models/decoder_only/audio_language/__init__.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=576,K=7168,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128, 128].json",1
docs/assets/deployment/claude-code-example.png,1
tests/metrics/__init__.py,1
tests/async_engine/test_openapi_server.py,1
examples/{ => online_serving}/chart-helm/templates/configmap.yaml,1
vllm/entrypoints/anthropic/protocol.py,1
"vllm/model_executor/layers/fused_moe/configs/E=8,N=2048,device_name=NVIDIA_H100_80GB_HBM3.json",1
"vllm/model_executor/layers/quantization/utils/configs/{N=7168,K=256,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128, 128].json => N=7168,K=256,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128,128].json}",1
tests/worker/spec_decode/__init__.py,1
docs/assets/design/{v1 => }/tpu/most_model_len.png,1
"vllm/model_executor/layers/quantization/utils/configs/N=256,K=7168,device_name=NVIDIA_A100-SXM4-80GB,dtype=int8_w8a8,block_shape=[128,128].json",1
docs/source/getting_started/installation/tpu.md,1
tests/models/{embedding/vision_language => multimodal/pooling}/test_phi3v.py,1
.github/workflows/sphinx-lint.yml,1
vllm/model_executor/layers/quantization/kernels/scaled_mm/flashinfer.py,1
examples/offline_inference_arctic.py,1
docs/source/{serving/deploying_with_kserve.md => deployment/integrations/kserve.md},1
tests/neuron/{ => 1_core}/test_prefix_prefill.py,1
tests/models/decoder_only/language/__init__.py,1
{assets => docs/source/assets}/figures/perf_a100_n3_light.png,1
vllm/config/model_arch.py,1
"vllm/model_executor/layers/fused_moe/configs/E=256,N=1024,device_name=AMD_Instinct_MI325_OAM,dtype=fp8_w8a8,block_shape=[128,128].json",1
docs/assets/design/{v1 => }/prefix_caching/overview.png,1
docs/{source => }/features/reasoning_outputs.md,1
vllm/v1/worker/gpu/metrics/logits.py,1
tests/model_executor/model_loader/{runai_model_streamer => runai_streamer_loader}/test_runai_utils.py,1
Dockerfile => docker/Dockerfile,1
tests/evals/gsm8k/configs/moe-refactor/config-test.txt,1
tests/models/decoder_only/vision_language/{mm_processor_kwargs => processing}/test_qwen2_vl.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=7168,K=128,device_name=NVIDIA_H100_80GB_HBM3,dtype=fp8_w8a8,block_shape=[128, 128].json",1
tests/kernels/moe/test_fused_topk.py,1
tests/engine/{output_processor/test_multi_step.py => test_multi_step_output_processor.py},1
examples/offline_inference/{offline_inference_neuron.py => neuron.py},1
examples/pooling/embed/{embedding_requests_bytes_client.py => embedding_requests_bytes_online.py},1
tests/kernels/{ => quantization}/test_marlin_gemm.py,1
tests/entrypoints/openai/reasoning_parsers/test_granite_reasoning_parser.py,1
vllm/entrypoints/serve/instrumentator/health.py,1
tests/models/fixtures/mistral_small_3_chat.json,1
examples/online_serving/kv_events.sh,1
examples/offline_inference/async_llm_streaming.py,1
tests/models/test_bitblas.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=24576,K=7168,device_name=NVIDIA_A800-SXM4-80GB,dtype=int8_w8a8,block_shape=[128,128].json",1
vllm/v1/sample/{logits_processor.py => logits_processor/builtin.py},1
examples/{online_serving/pooling => pooling/embed}/openai_chat_embedding_client_for_multimodal.py,1
docs/{source => }/deployment/frameworks/modal.md,1
tests/models/decoder_only/language/test_marlin.py,1
tests/multimodal/media/test_audio.py,1
vllm/model_executor/layers/quantization/kernels/{ => mixed_precision}/marlin.py,1
examples/{ => online_serving}/openai_embedding_client.py,1
examples/online_serving/disaggregated_serving/README.md,1
tests/entrypoints/openai/test_responses_function_call_parsing.py,1
tests/model_executor/model_loader/{runai_model_streamer => runai_streamer_loader}/test_runai_model_streamer_loader.py,1
tests/multimodal/media/test_video.py,1
vllm/{entrypoints/openai => }/tool_parsers/phi4mini_tool_parser.py,1
examples/{ => online_serving}/opentelemetry/dummy_client.py,1
tests/tokenizers_/{test_cached_tokenizer.py => test_hf.py},1
tests/kernels/{ => core}/test_uva.py,1
vllm/model_executor/models/{transformers_moe.py => transformers/moe.py},1
"vllm/model_executor/layers/fused_moe/configs/E=128,N=1856,device_name=NVIDIA_L40S.json",1
"vllm/model_executor/layers/quantization/utils/configs/N=36864,K=7168,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128,128].json",1
docs/source/deployment/frameworks/modal.md,1
docs/{ => contributing}/ci/update_pytorch_version.md,1
.buildkite/scripts/rerun-test.sh,1
"vllm/model_executor/layers/fused_moe/configs/E=160,N=192,device_name=AMD_Instinct_MI350_OAM,dtype=fp8_w8a8.json",1
tests/models/language/{pooling => pooling_mteb_test}/test_nomic.py,1
tests/mq_llm_engine/__init__.py,1
benchmarks/kernels/{benchmark_cutlass_fp4_moe.py => benchmark_cutlass_moe_nvfp4.py},1
csrc/quantization/{cutlass_w8a8 => w8a8/cutlass}/scaled_mm_c3x_sm100.cu,1
"vllm/model_executor/layers/quantization/utils/configs/N=7168,K=256,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128, 128].json",1
examples/chart-helm/templates/job.yaml,1
docs/cli/json_tip.inc.md,1
"vllm/model_executor/layers/fused_moe/configs/E=160,N=640,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128,128].json",1
examples/online_serving/chart-helm/values.schema.json,1
tests/kernels/test_triton_unified_attention.py,1
docs/{getting_started => usage}/troubleshooting.md,1
vllm/{transformers_utils => tokenizers}/detokenizer_utils.py,1
"vllm/model_executor/layers/fused_moe/configs/E=8,N=2048,device_name=AMD_Instinct_MI325X,dtype=fp8_w8a8.json",1
docs/source/assets/kernel/key.png,1
"vllm/model_executor/layers/quantization/utils/configs/N=7168,K=18432,device_name=NVIDIA_A100-SXM4-80GB,dtype=int8_w8a8,block_shape=[128,128].json",1
docs/source/{dev => offline_inference}/sampling_params.rst,1
"vllm/model_executor/layers/quantization/utils/configs/N=2304,K=7168,device_name=NVIDIA_H20,dtype=fp8_w8a8,block_shape=[128,128].json",1
vllm/{model_executor/parallel_utils => distributed}/communication_op.py,1
tests/core/block/{test_block_manager_v2.py => test_block_manager.py},1
"vllm/model_executor/layers/fused_moe/configs/E=8,N=4096,device_name=NVIDIA_H200.json",1
"vllm/model_executor/layers/quantization/utils/configs/N=24576,K=7168,device_name=NVIDIA_H20,dtype=int8_w8a8,block_shape=[128,128].json",1
vllm/multimodal/{processing.py => processing/processor.py},1
tests/kernels/{ => quantization}/test_nvfp4_quant.py,1
"vllm/model_executor/layers/fused_moe/configs/E=8,N=4096,device_name=NVIDIA_H100_80GB_HBM3.json",1
examples/offline_inference/kv_load_failure_recovery/run.sh,1
"vllm/model_executor/layers/quantization/utils/configs/N=7168,K=2048,device_name=AMD_Instinct_MI325X,dtype=fp8_w8a8,block_shape=[128,128].json",1
docs/source/{automatic_prefix_caching/apc.md => features/automatic_prefix_caching.md},1
"vllm/model_executor/layers/quantization/utils/configs/{N=7168,K=18432,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128, 128].json => N=7168,K=18432,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128,128].json}",1
tests/kernels/moe/{test_mxfp4_moe.py => test_ocp_mx_moe.py},1
docs/source/getting_started/installation/{gpu-cuda.md => gpu/cuda.inc.md},1
examples/online_serving/token_generation_client.py,1
"vllm/model_executor/layers/fused_moe/configs/E=512,N=512,device_name=NVIDIA_H20-3e.json",1
vllm/tool_parsers/granite_tool_parser.py,1
tests/models/{ => decoder_only/vision_language}/test_qwen.py,1
tests/v1/entrypoints/openai/{responses => serving_responses}/test_stateful.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=7168,K=18432,device_name=NVIDIA_H100_80GB_HBM3,dtype=fp8_w8a8,block_shape=[128,128].json",1
cacheflow/parallel_utils/tensor_parallel/mappings.py,1
docs/{deployment => usage}/security.md,1
cacheflow/{decoding.py => sampling_params.py},1
tests/{ => model_executor/model_loader}/fastsafetensors_loader/test_fastsafetensors_loader.py,1
"vllm/model_executor/layers/fused_moe/configs/E=8,N=2048,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128,128].json",1
vllm/utils/{asyncio.py => async_utils.py},1
{examples => vllm/transformers_utils/chat_templates}/template_fuyu.jinja,1
examples/{ => others}/lmcache/kv_cache_sharing_lmcache_v1.py,1
vllm/tool_parsers/hunyuan_a13b_tool_parser.py,1
.buildkite/performance-benchmarks/tests/serving-tests-arm64-cpu.json,1
"vllm/model_executor/layers/fused_moe/configs/E=160,N=192,device_name=NVIDIA_A800-SXM4-80GB.json",1
tests/models/language/{pooling => pooling_mteb_test}/test_mxbai_rerank.py,1
vllm/entrypoints/cli/benchmark/sweep.py,1
.github/ISSUE_TEMPLATE/{600-new model.yml => 600-new-model.yml},1
vllm/v1/worker/gpu/__init__.py,1
{cacheflow => vllm}/model_executor/models/llama.py,1
examples/pooling/score/vision_language_reranker.py,1
docs/{source => }/features/automatic_prefix_caching.md,1
{cacheflow => vllm}/core/__init__.py,1
{assets => docs/source/assets}/figures/perf_a10g_n1_light.png,1
vllm/entrypoints/serve/cache/__init__.py,1
vllm/{attention/layers => model_executor/layers/attention}/mm_encoder_attention.py,1
tests/{entrypoints/openai/reasoning_parsers => reasoning}/utils.py,1
tests/models/{encoder_decoder/vision_language => multimodal/generation}/test_florence2.py,1
examples/{ => online_serving}/gradio_openai_chatbot_webserver.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=36864,K=7168,device_name=AMD_Instinct_MI325_OAM,dtype=fp8_w8a8,block_shape=[128,128].json",1
vllm/lora/ops/triton_ops/lora_shrink.py,1
tests/tokenizers_/__init__.py,1
tests/evals/gsm8k/configs/moe-refactor/Qwen3-30B-A3B-Fp8-CT-Block-vllm-cutlass.yaml,1
{cacheflow => vllm}/utils.py,1
vllm/{model_executor/layers => }/attention/backends/xformers.py,1
"vllm/model_executor/layers/fused_moe/configs/E=16,N=3584,device_name=NVIDIA_A100-SXM4-80GB,dtype=int8_w8a16.json",1
examples/online_serving/chart-helm/templates/deployment.yaml,1
tests/models/{decoder_only/vision_language => multimodal}/processing/test_qwen2_vl.py,1
"vllm/model_executor/layers/fused_moe/configs/E=128,N=512,device_name=NVIDIA_H100_80GB_HBM3.json",1
"vllm/model_executor/layers/quantization/utils/configs/N=576,K=7168,device_name=AMD_Instinct_MI300X,dtype=fp8_w8a8,block_shape=[128,128].json",1
examples/offline_inference/{offline_inference_pixtral.py => pixtral.py},1
.buildkite/nightly-benchmarks/serving-tests.json,1
"vllm/model_executor/layers/quantization/utils/configs/N=4608,K=7168,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128, 128].json",1
vllm/v1/tokenizer/__init__.py,1
tests/models/{decoder_only/vision_language => multimodal}/processing/test_qwen.py,1
tests/evals/gsm8k/configs/moe-refactor/Qwen3-30B-A3B-NvFp4-ModelOpt-marlin.yaml,1
examples/online_serving/elastic_ep/bench.sh,1
csrc/quantization/cutlass_w8a8/c3x/scaled_mm_sm100_fp8.cu,1
docs/assets/design/hybrid_kv_cache_manager/full_attn.png,1
"vllm/model_executor/layers/fused_moe/configs/E=8,N=16384,device_name=AMD_Instinct_MI325X.json",1
tests/v1/{ => distributed}/test_async_llm_dp.py,1
vllm/{v1/attention/backends/mla/common.py => model_executor/layers/attention/mla_attention.py},1
vllm/tool_parsers/llama4_pythonic_tool_parser.py,1
tests/neuron/test_comm_ops.py,1
tests/distributed/test_eplb_fused_moe_layer_dep_nvfp4.py,1
docs/getting_started/installation/{ai_accelerator/hpu-gaudi.inc.md => intel_gaudi.md},1
vllm/{ => v1}/attention/ops/triton_unified_attention.py,1
vllm/tokenizers/grok2.py,1
csrc/quantization/cutlass_w8a8/{scaled_mm_c3x.cuh => c3x/scaled_mm.cuh},1
"vllm/model_executor/layers/quantization/utils/configs/N=36864,K=7168,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128, 128].json",1
"vllm/model_executor/layers/fused_moe/configs/E=64,N=1280,device_name=NVIDIA_H200.json",1
tests/spec_decode/__init__.py,1
tests/entrypoints/pooling/classify/test_offline.py,1
cacheflow/{models => model_executor}/input_metadata.py,1
docs/source/serving/run_on_sky.md,1
tests/kernels/{ => core}/test_layernorm.py,1
cacheflow/entrypoints/openai/api_server.py,1
vllm/model_executor/layers/mamba/ops/__init__.py,1
docs/{source => }/assets/deployment/architecture_helm_deployment.png,1
.buildkite/{nightly-benchmarks => performance-benchmarks}/scripts/run-performance-benchmarks.sh,1
vllm/model_executor/models/glm_ocr.py,1
csrc/quantization/cutlass_w8a8/scaled_mm_c3x_sm90_fp8_dispatch.cuh,1
vllm/multimodal/media/audio.py,1
docs/{source/_static/custom.js => mkdocs/javascript/run_llm_widget.js},1
tests/models/{decoder_only/vision_language => multimodal}/processing/test_internvl.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=1536,K=7168,device_name=NVIDIA_L20,dtype=fp8_w8a8,block_shape=[128,128].json",1
examples/offline_chat_with_tools.py,1
tests/v1/core/test_kv_cache_metrics.py,1
"vllm/model_executor/layers/fused_moe/configs/{E=256,N=256,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128, 128].json => E=256,N=256,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128,128].json}",1
docs/assets/deployment/dp_internal_lb.png,1
vllm/{entrypoints/openai => }/tool_parsers/longcat_tool_parser.py,1
vllm/entrypoints/cli/benchmark/__init__.py,1
{cacheflow => vllm}/model_executor/weight_utils.py,1
tests/entrypoints/pooling/{llm/test_classify.py => classify/test_offline.py},1
cacheflow/entrypoints/openai/{openai_frontend.py => api_server.py},1
examples/{ => online_serving}/chart-helm/.helmignore,1
tests/v1/kv_offload/test_cpu.py,1
tests/models/fixtures/pixtral_chat.json,1
docs/source/assets/deployment/anything-llm-upload-doc.png,1
tests/kernels/{ => quantization}/test_machete_mm.py,1
tests/worker/{test_worker.py => test_model_runner.py},1
"vllm/model_executor/layers/quantization/utils/configs/N=3072,K=7168,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128, 128].json",1
benchmark/trace.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=4096,K=512,device_name=AMD_Instinct_MI325X,dtype=fp8_w8a8,block_shape=[128,128].json",1
tests/neuron/{ => 1_core}/test_block_table.py,1
csrc/quantization/{gptq_marlin => marlin}/marlin_template.h,1
"vllm/model_executor/layers/quantization/utils/configs/N=2304,K=7168,device_name=NVIDIA_A800-SXM4-80GB,dtype=int8_w8a8,block_shape=[128,128].json",1
tools/ep_kernels/elastic_ep/eep_nvshmem.patch,1
vllm/entrypoints/pooling/base/__init__.py,1
csrc/attention/mla/cutlass_sm100_mla/kernel/sm100_fmha_mla_reduction.hpp,1
vllm/utils/collections.py,1
docs/source/deployment/frameworks/bentoml.md,1
"vllm/model_executor/layers/fused_moe/configs/E=512,N=128,device_name=NVIDIA_H100_80GB_HBM3.json",1
examples/template_teleflm.jinja,1
docs/source/{serving => models/extensions}/tensorizer.md,1
docs/source/contributing/deprecation_policy.md,1
docs/{source => }/assets/logos/vllm-logo-text-dark.png,1
docs/source/getting_started/{openvino-installation.md => installation/openvino.md},1
csrc/quantization/{cutlass_w8a8 => w8a8/cutlass}/c3x/scaled_mm_blockwise_sm120_fp8.cu,1
tests/config/base_model_arch_groundtruth.json,1
tests/basic_correctness/__init__.py,1
csrc/cache_kernels_fused.cu,1
docs/{source => }/contributing/model/tests.md,1
tests/v1/{generation => determinism}/test_batch_invariance.py,1
examples/{ => online_serving}/chart-helm/templates/deployment.yaml,1
"vllm/model_executor/layers/fused_moe/configs/E=128,N=928,device_name=NVIDIA_H100_80GB_HBM3.json",1
vllm/model_executor/layers/pooler/abstract.py,1
examples/pooling/embed/vision_embedding_offline.py,1
{cacheflow => vllm}/model_executor/input_metadata.py,1
tests/entrypoints/openai/{test_serving_engine.py => test_serving_models.py},1
"vllm/model_executor/layers/fused_moe/configs/E=62,N=256,device_name=AMD_Instinct_MI300X.json",1
csrc/quantization/{cutlass_w8a8 => w8a8/cutlass}/c3x/scaled_mm_blockwise_sm100_fp8_dispatch.cuh,1
tests/v1/{ => distributed}/test_internal_lb_dp.py,1
examples/online_serving/{ => pooling}/openai_cross_encoder_score.py,1
"vllm/model_executor/layers/fused_moe/configs/E=16,N=1792,device_name=NVIDIA_A100-SXM4-80GB,dtype=int8_w8a16.json",1
examples/offline_inference/{offline_inference_arctic.py => arctic.py},1
docs/{source => }/design/plugin_system.md,1
tests/entrypoints/pooling/{openai/test_vision_classification.py => classify/test_online_vision.py},1
"vllm/model_executor/layers/fused_moe/configs/E=128,N=704,device_name=NVIDIA_B200,dtype=fp8_w8a8.json",1
tests/entrypoints/{ => pooling}/openai/test_truncation.py,1
cacheflow/entrypoints/__init__.py,1
docs/source/getting_started/{xpu-installation.md => installation/xpu.md},1
tests/entrypoints/test_openai_run_batch.py,1
csrc/quantization/cutlass_w8a8/broadcast_load_epilogue_c2x.hpp,1
docs/{source => }/assets/deployment/open_webui.png,1
docs/source/assets/design/v1/prefix_caching/free.png,1
"vllm/model_executor/layers/quantization/utils/configs/N=1536,K=1536,device_name=NVIDIA_A800-SXM4-80GB,dtype=int8_w8a8,block_shape=[128,128].json",1
vllm/distributed/kv_transfer/kv_connector/v1/moriio/moriio_common.py,1
tests/models/{decoder_only/vision_language => multimodal/generation}/vlm_utils/types.py,1
"vllm/model_executor/layers/fused_moe/configs/E=64,N=8960,device_name=NVIDIA_H100_80GB_HBM3,dtype=fp8_w8a8.json",1
vllm/tool_parsers/jamba_tool_parser.py,1
csrc/cache_kernel.cu,1
tests/models/{decoder_only/vision_language => multimodal}/processing/test_phi3v.py,1
tests/tensorizer/tensorize_vllm_model_for_testing.py,1
tests/quantization/fp_quant.py,1
vllm/v1/sample/__init__.py,1
tests/{ => model_executor}/test_logits_processor.py,1
examples/{ => online_serving}/api_client.py,1
tests/tools/__init__.py,1
tests/{tool_use => tool_parsers}/test_seed_oss_tool_parser.py,1
tests/v1/entrypoints/openai/{responses => serving_responses}/test_structured_output.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=2048,K=512,device_name=AMD_Instinct_MI325X,dtype=fp8_w8a8,block_shape=[128,128].json",1
vllm/lora/ops/triton_ops/v1/v1_expand.py,1
vllm/distributed/ec_transfer/ec_connector/{shared_storage_connector.py => example_connector.py},1
vllm/entrypoints/sagemaker/__init__.py,1
examples/offline_inference/{openai/openai_batch.md => openai_batch/README.md},1
vllm/grpc/vllm_engine.proto,1
tests/models/embedding/language/test_jina_reranker_v2.py,1
"vllm/model_executor/layers/quantization/utils/configs/{N=576,K=7168,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128, 128].json => N=576,K=7168,device_name=NVIDIA_B200,dtype=fp8_w8a8,block_shape=[128,128].json}",1
tests/kernels/{ => attention}/test_flashmla.py,1
csrc/quantization/utils.cuh,1
examples/template_chatml.jinja,1
tests/utils_/test_system_utils.py,1
csrc/quantization/marlin/{ => dense}/LICENSE,1
examples/online_serving/opentelemetry/{Otel.md => README.md},1
tests/{ => models}/quantization/test_bitsandbytes.py,1
examples/tool_chat_template_xlam_llama.jinja,1
vllm/{engine => executor}/ray_utils.py,1
requirements-lint.txt => requirements/lint.txt,1
tests/v1/ec_connector/unit/{test_ec_shared_storage_connector.py => test_ec_example_connector.py},1
cacheflow/{ => model_executor}/models/llama.py,1
.github/ISSUE_TEMPLATE/800-misc-discussion.yml,1
tests/v1/entrypoints/openai/{responses => serving_responses}/__init__.py,1
docs/source/{serving => features}/multimodal_inputs.md,1
docs/{source => }/getting_started/troubleshooting.md,1
csrc/quantization/marlin/sparse/LICENSE,1
tests/benchmarks/sweep/__init__.py,1
examples/{offline_inference/pooling => pooling/plugin}/prithvi_geospatial_mae_io_processor.py,1
docs/requirements-docs.txt => requirements/docs.txt,1
examples/{online_serving => pooling}/pooling/openai_pooling_client.py,1
vllm/v1/{offloading => kv_offload}/mediums.py,1
tools/{ => pre_commit}/validate_config.py,1
docs/source/getting_started/installation/neuron.md,1
docs/assets/design/fused_moe_modular_kernel/fused_moe_batched.png,1
csrc/quantization/{ => w8a8}/fp8/common.cuh,1
examples/{production_monitoring => prometheus_grafana}/prometheus.yaml,1
tests/weight_loading/models-large-amd.txt,1
docs/api/summary.md,1
"vllm/model_executor/layers/fused_moe/configs/E=16,N=1792,device_name=NVIDIA_H100_80GB_HBM3.json",1
tests/utils_/test_network_utils.py,1
docs/{source => }/features/spec_decode.md,1
examples/online_serving/chart-helm/templates/job.yaml,1
tests/{config => data}/test_config.yaml,1
examples/{online_serving/pooling => pooling/classify}/openai_classification_client.py,1
examples/{ => other}/fp8/README.md,1
tests/kernels/test_mla_decode_cpu.py,1
csrc/quantization/{ => w8a8}/fp8/nvidia/quant_utils.cuh,1
examples/offline_inference/rlhf_online_quant.py,1
tests/multimodal/test_embedding_shape_validation_unit.py,1
Dockerfile.neuron => docker/Dockerfile.neuron,1
examples/pooling/score/vision_reranker_offline.py,1
tests/{tool_use => tool_parsers}/test_deepseekv31_tool_parser.py,1
tests/kernels/test_rocm_skinny_gemms.py,1
docs/{source => }/deployment/k8s.md,1
"vllm/model_executor/layers/quantization/utils/configs/{N=4608,K=7168,device_name=NVIDIA_H100_80GB_HBM3,dtype=fp8_w8a8,block_shape=[128, 128].json => N=4608,K=7168,device_name=NVIDIA_H100_80GB_HBM3,dtype=fp8_w8a8,block_shape=[128,128].json}",1
docs/api/{summary.md => README.md},1
vllm/v1/sample/ops/__init__.py,1
tests/transformers_utils/__init__.py,1
docs/source/quantization/gguf.md,1
"vllm/model_executor/layers/quantization/utils/configs/N=3072,K=7168,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128, 128].json",1
"vllm/model_executor/layers/quantization/utils/configs/{N=7168,K=2048,device_name=NVIDIA_H100_80GB_HBM3,dtype=fp8_w8a8,block_shape=[128, 128].json => N=7168,K=2048,device_name=NVIDIA_H100_80GB_HBM3,dtype=fp8_w8a8,block_shape=[128,128].json}",1
"vllm/model_executor/layers/fused_moe/configs/E=64,N=1280,device_name=NVIDIA_H100_80GB_HBM3.json",1
csrc/quantization/fp8/amd_detail/hip_float8.h,1
tests/models/multimodal/processing/__init__.py,1
vllm/lora/ops/triton_ops/v1/v1_shrink.py,1
"vllm/model_executor/layers/fused_moe/configs/E=60,N=176,device_name=AMD_Instinct_MI300X.json",1
examples/{ => online_serving}/chart-helm/values.yaml,1
patch_xformers-0.0.22.post7.rocm.sh => patch_xformers.rocm.sh,1
tests/{standalone_tests => utils_}/test_tensor_schema.py,1
docs/source/assets/usage/disagg_prefill/overview.jpg,1
examples/{offline_inference/pooling => pooling/token_classify}/ner.py,1
"vllm/model_executor/layers/fused_moe/configs/{E=8,N=8192,device_name=NVIDIA_H100_80GB_HBM3,dtype=float8.json => E=8,N=8192,device_name=NVIDIA_H100_80GB_HBM3,dtype=fp8_w8a8.json}",1
vllm/entrypoints/{openai/serving_embedding.py => pooling/embed/serving.py},1
vllm/entrypoints/openai/models/protocol.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=7168,K=2048,device_name=NVIDIA_H200,dtype=fp8_w8a8,block_shape=[128,128].json",1
cacheflow/{models => model_executor/layers}/activation.py,1
tests/entrypoints/openai/test_render.py,1
docker/docker-bake.hcl,1
vllm/model_executor/models/lfm2_siglip2.py,1
cacheflow/{models => model_executor}/memory_analyzer.py,1
tests/entrypoints/{test_openai_server.py => openai/test_models.py},1
docs/assets/deployment/hf-inference-endpoints-select-hardware.png,1
docs/source/getting_started/installation/{tpu.md => ai_accelerator/tpu.inc.md},1
tests/kernels/{ => quantization}/test_cutlass_2of4_sparse.py,1
vllm/renderers/registry.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=24576,K=7168,device_name=NVIDIA_A100-SXM4-80GB,dtype=int8_w8a8,block_shape=[128,128].json",1
"vllm/model_executor/layers/quantization/utils/configs/N=7168,K=2304,device_name=NVIDIA_L20,dtype=fp8_w8a8,block_shape=[128,128].json",1
.buildkite/test_areas/plugins.yaml,1
docs/{serving => configuration}/engine_args.md,1
docs/assets/design/cuda_graphs/executor_runtime.png,1
tests/models/decoder_only/vision_language/test_blip2.py,1
tests/v1/engine/__init__.py,1
docs/source/{usage => features}/spec_decode.md,1
"vllm/model_executor/layers/fused_moe/configs/E=512,N=64,device_name=NVIDIA_H20-3e.json",1
"vllm/model_executor/layers/quantization/utils/configs/N=4096,K=512,device_name=AMD_Instinct_MI300X,dtype=fp8_w8a8,block_shape=[128,128].json",1
"vllm/model_executor/layers/fused_moe/configs/E=512,N=512,device_name=NVIDIA_B200.json",1
tests/{entrypoints/openai => model_executor}/test_guided_processors.py,1
"vllm/model_executor/layers/quantization/utils/configs/N=32768,K=512,device_name=NVIDIA_H20,dtype=int8_w8a8,block_shape=[128,128].json",1
examples/offline_inference/{offline_inference_tpu.py => tpu.py},1
tests/quantization/test_gptq_v2.py,1
tests/models/multimodal/{ => processing}/test_tensor_schema.py,1
tests/kernels/{ => mamba}/test_mamba_ssm_ssd.py,1
tests/models/language/pooling/{test_cls_models.py => test_classification.py},1
"vllm/model_executor/layers/fused_moe/configs/E=60,N=352,device_name=AMD_Instinct_MI300X.json",1
